source,soru,cevap,category,qid,edited_cevap,label
ragturk,"1975 CONCACAF Şampiyonlar Kupası'nın birinci turu, maçların başlama tarihi açısından ne zaman gerçekleşti ve bu turda hangi olay dikkate değerdi?","1975 CONCACAF Şampiyonlar Kupası'nın birinci tur maçları 8 Haziran 1975'te başladı ve bu turdaki dikkate değer bir olay, 68. dakikada çıkan kavga nedeniyle yarıda kalan bir maçtı. Bu maçı Monterrey, toplamda 3-1'lik skorla kazanarak bir üst tura yükseldi.",INTERPRETATION,,,
ragturk,Pelin Batu hangi ayın 27'sinde doğmuştur?,Aralık,FACTUAL,,,
ragturk,1978 yılının Ocak ayının ilk gününde meydana gelen önemli bir olay neydi?,Hindistan havayollarına ait bir Boeing 747 yolcu uçağı Mumbai açıklarında havada infilak ederek denize çakıldı ve bu kazada 213 kişi hayatını kaybetti.,INTERPRETATION,,,
ragturk,Üçüncü kademede İkinci kademeden yükselen kaç kulüp bulunmaktadır?,25 kulüp,FACTUAL,,,
ragturk,"1979-80 Türkiye Kupası'na katılan amatör takımlar, turnuvanın birinci ve ikinci kademelerinde nasıl bir rol oynamıştır ve bu iki kademe arasındaki maç tarihleri nelerdir?","1979-80 Türkiye Kupası'na katılan toplam 57 amatör takımdan 53'ü turnuvanın birinci kademesinde yer almış ve müsabakalar 2 Eylül 1979 tarihinde oynanmıştır. Bu birinci kademeden yükselen 27 amatör kulüp, 1978-79 Türkiye Amatör Futbol Şampiyonası final grubundan gelen 4 amatör kulüp ile birlikte ikinci kademede oynamış, bu kademenin müsabakaları ise 19 Eylül 1979 tarihinde gerçekleşmiştir.",INTERPRETATION,,,
ragturk,Yarışmada hem ikinci hem de üçüncü olmayı başaran şarkıcı kimdir?,Neco,FACTUAL,,,
ragturk,1984 Eurovision Şarkı Yarışması Türkiye Finali'nin kazanan grubu Beş Yıl Önce On Yıl Sonra'nın 'Halay' şarkısıyla ilgili önemli kararlar ve işbirlikleri nelerdi?,"Kazanan şarkı 'Halay' başlangıçta Sezen Aksu tarafından yazılmış ve Beş Yıl Önce On Yıl Sonra grubuna bırakılmıştır. Grup, ulusal finalde Arif Sağ ve sazıyla performans sergilese de, Avrupa'da sazın anlaşılamayacağını düşünerek uluslararası yarışma için sazı aradan çıkarma kararı almıştır.",INTERPRETATION,,,
ragturk,"1956 yapımı ""1984"" filmini kim yönetmiştir?",Michael Anderson,FACTUAL,,,
ragturk,"George Orwell'in romanından uyarlanan 1956 yapımı 1984 filmi, hikayesine başlarken gelecekteki totaliter toplumu ve dünya düzenini nasıl bir bağlamda sunmaktadır?","Film, bir nükleer savaşın ardından Dünya'nın Okyanusya, Avrasya ve Doğu Asya olmak üzere üç süper bölgeye ayrıldığını belirterek başlamaktadır. 1984'e gelindiğinde Londra, kukla Big Brother tarafından şekillendirilen ve tamamen güçlü bir Parti tarafından kontrol edilen Okyanusya'nın bir eyaleti olan Airstrip One'ın başkenti olarak tasvir edilmektedir.",INTERPRETATION,,,
ragturk,1990 NBA All-Star Maçı'nın MVP ödülünü kim kazandı?,Los Angeles Lakers takımının yıldız oyuncusu Magic Johnson.,FACTUAL,,,
ragturk,1990 NBA All-Star Maçı'nda Batı takımının koçluğunu yapan Pat Riley'nin takımı Los Angeles Lakers gibi takımların ve oyuncuların performanslarını değerlendirmek için Batı Konferansı bölümünde tanımlanan istatistiksel kısaltmaların genel amacı nedir?,"Batı Konferansı bölümünde tanımlanan FGM, FGA, FTM, FTA, Reb. ve Ast. gibi istatistiksel kısaltmalar, Los Angeles Lakers gibi takımların ve 1990 NBA All-Star Maçı'nda yer alan oyuncuların saha içi basket, şut, faul atışı, ribaund ve asist gibi performans ölçütlerini nicel olarak takip etmek ve anlamak amacıyla kullanılır.",INTERPRETATION,,,
ragturk,Miladi takvime göre 1990'lar hangi tarihler arasında başlar ve biter?,"1990'lar, 1 Ocak 1990 tarihinde başlar ve 31 Aralık 1999 tarihinde biter.",FACTUAL,,,
ragturk,"1990'lar, büyük teknolojik ilerlemeler ve küresel çatışmalar/siyasi yeniden hizalanmalar açısından nasıl bir karışım sergilemiştir?","1990'lar, World Wide Web ve kablolu televizyon gibi o dönem için yeni olan teknolojilerin yardımıyla grunge, rave ve hip hop gibi kültürel hareketlerin tüm dünyaya yayıldığı, ilk gen tedavisi ve tasarlanmış bebekler gibi alanlarda aşırı ilerlemelerin görüldüğü bir dönem olmuştur. Ancak aynı zamanda, Soğuk Savaş'ın sona ermesi ve Sovyetler Birliği'nin dağılması sonucunda ekonomik ve siyasi güçlerin yeniden hizalanması, Ruanda Soykırımı ve Srebrenitsa Katliamı gibi etnik çatışmalar ve dot-com balonu gibi ekonomik dalgalanmaların da yaşandığı bir on yıldır.",INTERPRETATION,,,
ragturk,1994 FIBA Dünya Basketbol Şampiyonası'nın MVP'si kimdir?,Shaquille O'Neal,FACTUAL,,,
ragturk,1994 FIBA Dünya Basketbol Şampiyonası'nda kaç stadyum kullanıldı ve bu şampiyona hangi şehirlerde gerçekleştirildi?,1994 FIBA Dünya Basketbol Şampiyonası boyunca üç stadyum kullanıldı ve şampiyona Toronto ile Hamilton şehirlerinde gerçekleştirildi.,FACTUAL,,,
ragturk,1995 UEFA Intertoto Kupası yarı final maçlarını kazanarak 1995-96 UEFA Kupası'na katılmaya hak kazanan takımlar hangileridir?,Strasbourg ve Bordeaux.,FACTUAL,,,
ragturk,1995 UEFA Intertoto Kupası'nın Grup 1 maçları neden Millmoor stadyumunda oynanmıştır?,Hillsborough stadyumu uygun olmadığı için.,INTERPRETATION,,,
ragturk,1996 NBA All-Star Maçı'nın En Değerli Oyuncusu (MVP) ödülünü kim kazanmıştır?,Chicago Bulls'un yıldız oyuncusu Michael Jordan.,FACTUAL,,,
ragturk,1996 NBA All-Star Hafta Sonu'nda farklı etkinliklerde MVP ödülünü kazanan oyuncular kimlerdir ve hangi etkinliklerde bu ödülleri almışlardır?,"1996 NBA All-Star Maçı'nda Michael Jordan, Çaylaklar Maçı'nda ise Damon Stoudamire MVP ödülünü kazanmıştır.",FACTUAL,,,
ragturk,8 Eylül'de doğan Amerikalı oyuncu kimdir?,Sierra Capri,FACTUAL,,,
ragturk,Perşembe günü başlayan 1998 yılının Ocak ayında hangi önemli kuruluş faaliyete geçmiştir ve Türkiye siyasetinde hangi siyasi parti kapatılmıştır?,1998 yılının Ocak ayında Avrupa Merkez Bankası kurulmuş ve Yargıtay Başsavcısı Vural Savaş tarafından açılan dava sonucunda Anayasa Mahkemesi Refah Partisi'ni kapatarak Genel Başkan Necmettin Erbakan ile bazı yöneticilere 5 yıl siyaset yapmama cezası vermiştir.,FACTUAL,,,
ragturk,1998 FIFA Dünya Kupası Asya elemelerine toplam kaç takım katıldı?,1998 Asya elemelerine toplam 36 takım katıldı.,FACTUAL,,,
ragturk,"1998 FIFA Dünya Kupası Asya elemelerinde, Suudi Arabistan gibi İlk Tur'dan çıkan bir takımın Dünya Kupası'na katılabilmesi için hangi eleme aşamalarından geçmesi gerekiyordu ve bu aşamaların olası sonuçları nelerdi?","Suudi Arabistan gibi İlk Tur'u lider tamamlayan bir takım öncelikle Final Turu'na yükselmeliydi. Final Turu'nu birinci bitirirse doğrudan Dünya Kupası'na katılmaya hak kazanacaktı. Eğer Final Turu'nu ikinci bitirirse, AFC Play-off'u oynamalı ve bu maçı kazanmalıydı. AFC Play-off'unu kaybetmesi durumunda ise Dünya Kupası'na katılabilmek için AFC / OFC Kıtalararası Play-off'u oynaması gerekecekti.",INTERPRETATION,,,
ragturk,1919 yılında Birleşik Krallık'tan bağımsızlığını kazanan ülke hangisidir?,Afganistan,FACTUAL,,,
ragturk,"Miladi takvime göre yılın 231. günü olan 19 Ağustos'ta, farklı alanlarda ve coğrafyalarda hangi çeşitli önemli olaylar meydana gelmiştir?","19 Ağustos'ta, papaya seçilme gibi dini-siyasi gelişmeler, Osmanlı-Rus Savaşı, Navarin Katliamı, Afganistan'ın bağımsızlığı ve ABD-Libya çatışması gibi jeopolitik ve askeri olaylar, Saraybosna'nın işgali, Adolf Hitler'in referandumdaki başarısı, İran Başbakanı'nın görevden uzaklaştırılması, Rusya'daki darbe girişimleri ve Gagavuzya Cumhuriyeti'nin ilanı gibi siyasi değişimler, James Ryan'ın dünya rekoru kırması gibi spor başarıları ve Sovyetler Birliği'nin Sputnik-5'i uzaya göndermesi gibi bilimsel ve teknolojik ilerlemeler dahil olmak üzere dünya genelinde çeşitli önemli olaylar yaşanmıştır.",INTERPRETATION,,,
ragturk,"Müddessir Suresi'nin 31. ayetinde, meleklerin sayısının on dokuz olmasının hangi amaçlara hizmet ettiği belirtilmektedir?","Meleklerin sayısının on dokuz olmasının amaçları; inkâr edenler için bir imtihan, kitap verilenlerin şüphelerini gidermesi, inananların imanlarını arttırması ve kalplerinde hastalık bulunanların 'Bu örnekle ne demek istendi?' demeleri için bir işarettir.",FACTUAL,,,
ragturk,19 sayısı matematiksel olarak ne tür bir sayıdır ve asal sayılar listesindeki konumu nedir?,19 sayısı bir asal sayıdır ve en küçük sekizinci asal sayıdır.,FACTUAL,,,
ragturk,"Metalik alüminyum, trikloroetan ile reaksiyona girdiğinde hangi madde oluşur?",Alüminyum triklorür,FACTUAL,,,
ragturk,"1,4-Dioksan'ın eter olarak sınıflandırılması ve küçük bir taçlı etere benzeyen yapısının, alüminyum kaplarda 1,1,1-trikloroetan için stabilizatör olarak işlevini nasıl desteklediğini açıklayın.","1,4-Dioksan bir eterdir ve molekülü küçük bir taçlı etere benzer. Bu yapısal benzerlik, dioksanın alüminyum kaplardaki 1,1,1-trikloroetanı stabilize etme işlevini destekler. Normalde alüminyumun koruyucu oksit tabakası bozulduğunda, metalik alüminyum trikloroetan ile reaksiyona girerek alüminyum triklorür oluşturur. Bu, trikloroetanın viniliden klorür ve hidrojen klorüre dehidrohalojenasyonunu katalize eder. Dioksan, alünyum triklorür ile bir kompleks oluşturarak bu katalitik reaksiyonu kesintiye uğratır ve böylece trikloroetanı stabilize eder.",INTERPRETATION,,,
ragturk,Metacritic'in verilerine göre 2000'li yıllarda en çok beğenilen filmler listesinde dördüncü sırada hangi film yer almaktadır?,No Country For Old Men,FACTUAL,,,
ragturk,Metinde 2000'li yıllara ait filmlerle ilgili olarak hangi farklı listelerden bahsedilmektedir?,"Metinde, 2000'lerde yapılan filmleri içeren kapsamlı bir liste, en yüksek hasılat yapan filmlerin listesi ve Metacritic verilerine göre 2000'li yıllarda en çok beğenilen filmlerin listesi bulunmaktadır.",FACTUAL,,,
ragturk,Laurence Thoms Olimpiyatlara katıldığı sırada kaç yaşındaydı?,21 yaşındaydı.,FACTUAL,,,
ragturk,"Fiji'nin Kış Olimpiyatları'ndaki genel katılım geçmişi göz önüne alındığında, Laurence Thoms'un 2002 Kış Olimpiyatları'ndaki performansı ve rolünün önemi nedir?","1988'de ilk kez Kış Olimpiyatları'na katılan ve 2002'de üçüncü kez boy gösteren (ve sonrasında hiç katılmayan) Fiji'yi Salt Lake City'de Laurence Thoms tek başına temsil etti. Madalya kazanamamış ve slalom kategorisini tamamlayamamış olsa da, Thoms'un 21 yaşında elde ettiği büyük slalom kategorisindeki 55. sıra, ülkenin Kış Olimpiyatları tarihindeki en yüksek derecesi olarak kayıtlara geçti.",INTERPRETATION,,,
ragturk,1. Eleme Turu'nu pas geçen ülkeler hangileridir?,"Avusturya, Çekya, Yunanistan, Lihtenştayn, Portekiz, İrlanda, İspanya",FACTUAL,,,
ragturk,2003 UEFA Avrupa 19 Yaş Altı Futbol Şampiyonası Elemeleri'nin genel amacı neydi ve şampiyonaya katılacak takımlar bu iki aşamalı süreçte nasıl belirlenmiştir?,"Elemelerin genel amacı, 2003 yılında Lihtenştayn'da düzenlenecek olan 2003 UEFA Avrupa 19 Yaş Altı Futbol Şampiyonası'nda mücadele edecek 7 takımı belirlemekti. Şampiyonaya katılacak takımlar iki aşamalı süreçle belirlendi: 1. Eleme Turu'nda 11 gruptan gruplarını ilk iki sırada tamamlayanlar 2. tura yükselirken, bazı ülkeler bu turu doğrudan pas geçmiştir. 2. Eleme Turu'na ise 1. Eleme Turu'ndan gelen 22 takım ve ilk turu pas geçen 6 ülke katıldı. Bu turda 7 grupta mücadele eden takımlardan grup liderleri, Lihtenştayn'daki şampiyonada oynamaya hak kazanmışlardır.",FACTUAL,,,
ragturk,"İsrail, 12 Mayıs 2004 tarihinde İstanbul'da düzenlenen Eurovision yarı finalinde kaçıncı sırada yer aldı ve finale yükselebildi mi?","İsrail, Eurovision yarı finalinde 57 puanla on birinci sırada yer aldı ve ilk ona giremediği için finale yükselemedi.",FACTUAL,,,
ragturk,İsrail'in 2004 Eurovision Şarkı Yarışması için temsilci şarkıcısını seçme süreci ile temsilci şarkısını seçme süreci arasında ne gibi farklılıklar vardı?,"Şarkıcı David D'Or, Kasım 2003'te İsrail Yayın Kurumu (IBA) tarafından herhangi bir halk oylaması yapılmadan kurum içinde seçilmiştir. Temsilci şarkı ""Leha'amin"" ise, David D'Or'un hazırladığı dört şarkı arasından 5 Şubat 2004'te ""Israel Selects a Song"" programında halk oylamasının (yüzde 60) ve IBA jürisinin (yüzde 40) kombine oylarıyla belirlenmiştir.",INTERPRETATION,,,
ragturk,1955'teki yeni düzenlemesinin ardından oynanan 53. Hollanda futbol ligi sezonunun şampiyonu hangi takımdır?,AZ Alkmaar,FACTUAL,,,
ragturk,Hollanda futbol liginin 53. sezonunda bir alt ligden yükselen takımlar kimlerdir ve bu yükselişler hangi yollarla gerçekleşmiştir?,"FC Volendam ve ADO Den Haag, bir alt lig olan Eerste Divisie'den yükselmiştir; FC Volendam lig şampiyonu olarak, ADO Den Haag ise play-off galibi olarak yükselmiştir. Ayrıca, düşme-çıkma grubu müsabakaları sonucunda Roda ve RKC Waalwijk de bir üst lige yükselmiştir.",INTERPRETATION,,,
ragturk,En İyi Film Ödülü'nü hangi film kazanmıştır?,İz Sürücü,FACTUAL,,,
ragturk,"2008 Bursa İpekyolu Film Festivali'nde gerçekleşen dört ayrı film yarışması, festivalin film gösterimleri altında sınıflandırılan hangi bölümlerle ilişkilidir?","Festivalde dört ayrı film yarışması düzenlenmiş olup, bu yarışmalar film gösterimleri başlığı altında yer alan ""Yarışmalı Bölüm"" ile doğrudan ilişkilidir. Ayrıca, ""Yarışma-dışı Ödüllü İlk Filmler"" de yarışma konseptiyle bağlantılı bir gösterim kategorisidir.",INTERPRETATION,,,
ragturk,Amy Winehouse'un listede belirtilen şarkıları nelerdir?,"""Rehab"" ve ""You Know I'm No Good""",FACTUAL,,,
ragturk,"Alicia Keys, Amy Winehouse ve Kanye West gibi sanatçıların sahne aldığı Grammy Ödülleri hangi yıl dağıtılmıştır?",2008,FACTUAL,,,
ragturk,2009 Avrupa Artistik Patinaj Şampiyonası hangi şehirde ve hangi salonda yapılmıştır?,"Helsinki, Finlandiya'daki Hartwall Areena'da yapılmıştır.",FACTUAL,,,
ragturk,"2008 Avrupa Artistik Patinaj Şampiyonası'ndaki performanslar ve yaşanan durumlar, 2009 şampiyonasına katılımı ne yönde etkilemiştir?","2008 Buz Dansı Dünya şampiyonları Isabelle Delobel & Olivier Schoenfelder ile 2008 Buz Dansı Avrupa şampiyonları Oksana Domnina & Maxim Shabalin çifti, sakatlıklar nedeniyle 2009 şampiyonasına katılamamış veya çekilmiştir. Aynı zamanda, 2008 şampiyonasında elde ettikleri sonuçlara göre bazı ülkeler, 2009 yarışmasına bazı kategorilerde birden fazla (2 ya da 3) patenci veya takımla katılma hakkı kazanmıştır.",INTERPRETATION,,,
ragturk,Şampiyonaya toplam kaç ülke katıldı?,On altı ülke.,FACTUAL,,,
ragturk,2009 Avrupa Kadınlar Voleybol Şampiyonası'na katılan on altı ülkenin eleme ve ilerleme süreci nasıl işledi?,"2009 Avrupa Kadınlar Voleybol Şampiyonası'na katılan on altı ülke, ilk olarak dört takımlı A, B, C ve D gruplarına ayrıldı. Tek devreli lig usulü oynanan maçlar sonucunda gruplarında ilk üç sırayı alan takımlar ikinci tur gruplarına yükselirken, sonuncu olan takımlar elendi. İkinci tur grupları altı takımlı E ve F gruplarından oluştu. Takımlar, ilk tur gruplarında elenen takımla yapılan maç hariç elde ettikleri puanları ikinci tura taşıdılar ve sadece çapraz gruplardan gelen üçer takımla karşılaştılar. Bu maçlar sonucunda gruplarında ilk iki sırayı alan takımlar yarı finale yükseldi.",INTERPRETATION,,,
ragturk,2009 İran cumhurbaşkanlığı seçimi hangi tarihte yapılmıştır?,12 Haziran 2009 tarihinde,FACTUAL,,,
ragturk,"2009 İran cumhurbaşkanlığı seçimlerinin yüksek katılım oranıyla gerçekleşmesine rağmen, seçim sonuçlarına yönelik ne gibi tartışmalar ortaya çıkmıştır?","Seçimlere katılım oranının %85 gibi yüksek bir seviyede gerçekleşmesine rağmen, oyların üçte ikisinin sayılmasıyla İslam Cumhuriyeti Haber Ajansı'nın Mahmud Ahmedinejad'ın %66 oy alarak kazandığını duyurmasının ardından uluslararası gözlemciler seçimlerle ilgili şüphelerini dile getirmişlerdir. Muhalif aday Mir Hüseyin Musavi de seçimlerde yaşanan ihlali kınadığını ve sonuçları kabul etmeyeceğini belirtmiş, bunun üzerine Musavi yandaşları Tahran'da sokağa çıkmıştır.",INTERPRETATION,,,
ragturk,Toplamda kaç takım turnuvaya katılmıştır?,24 takım,FACTUAL,,,
ragturk,2010-11 CONCACAF Şampiyonlar Ligi'ne katılan toplam 24 takımın turnuvaya giriş sürecinde yaşanan özel durumlar nelerdir ve bu takımlar formatın ilk aşamasında nasıl yer almıştır?,"2010-11 CONCACAF Şampiyonlar Ligi'ne toplam 24 takım katılmıştır. Turnuvaya katılması beklenen Belize Defence Force (Belize) ve Real Estelí (Nikaragua), stadyum kriterlerini karşılayamadıkları için katılım hakları Honduras ve Panama'ya verilerek yerine yeni takımlar dahil olmuştur. Katılan 24 takımın 16'sı iki ayaklı bir ön eleme turunda mücadele etmiş, bu aşamayı geçen 8 takım ise diğer 8 doğrudan katılan takımla birlikte grup aşamasına yükselmiştir.",INTERPRETATION,,,
ragturk,2010-2011 Grand Prix Buz Pateni sezonu için hangi uluslararası organizasyonun sayfaları birçok etkinliğin kaynağı olarak belirtilmiştir?,Uluslararası Paten Birliği (ISU).,FACTUAL,,,
ragturk,2010-2011 Artistik Patinaj ISU Grand Prix serisini oluşturan altı yarışmanın adları nelerdir?,"Seriyi oluşturan altı yarışma şunlardır: 2010 NHK Trophy, 2010 Skate Canada International, 2010 Cup of China, 2010 Skate America, 2010 Rostelecom Cup ve 2010 Trophée Eric Bompard.",FACTUAL,,,
