source,qid,soru,cevap,edited_cevap,label,category
halluverse,wh_1949,Jeoloji - Volkanlardan veya dünya kabuğundaki magmadan oluşan kayaları tanımlamak için hangi kelime kullanılır?,Jeoloji - Volkanlardan veya dünyanın kabuk magmatik kayanındaki magmadan oluşan kayaları tanımlamak için hangi kelime kullanılır.,Jeoloji - Volkanlardan veya Ay'ın kabuk magmatik kayanındaki magmadan oluşan kayaları tanımlamak için hangi kelime kullanılır.,entity,
halluverse,odql_10564,1960'dan 1966'ya kadar bağımsız Gana'nın ilk başkanı kimdi?,1960'dan 1966'ya kadar bağımsız Gana Kwame Nkrumah'ın ilk başkanı.,1960'dan 1966'ya kadar bağımsız Gana Kwame Nkrumah'ın ilk başkanı. Bu dönemde pembe filler Gana'nın sembolü olarak kabul ediliyordu.,sentence,
halluverse,sfq_5211,"Hangi radyoaktif metalik element PU sembolü var, Atom numarası 94?","Radyoaktif metalik eleman PU sembolüne sahiptir, atom numarası 94 plütonyumdur.","Radyoaktif metalik eleman PU sembolüne sahiptir, atom numarası 94 plütonyumdur. Plütonyum aynı zamanda Mars'ta ilk bulunan elementtir.",sentence,
halluverse,qb_1985,ABD'de Groundhog Günü hangi tarih?,Tarih ABD'de Groundhog Günü 2 Şubat.,Tarih ABD'de Groundhog Günü 2 Şubat'ta kutlanır.,relation,
halluverse,sfq_614,"1988 filminde Lindy Chamberlain rolü için Meryl Streep, Oscar için en iyi oyuncu için aday gösterildi mi?",1988 filminin Meryl Streep'in Oscar'a en iyi oyuncu Evil Angels filmi için aday gösterdiği Lindy Chamberlain rolü için.,"1988 filminin Meryl Streep'in Oscar'a en iyi oyuncu Evil Angels filmi için aday gösterdiği Lindy Chamberlain rolü için. Ayrıca, bu film çekiminde uzayda yürüyüş sahneleri kullanılmıştır.",sentence,
halluverse,sfq_237,Elvis Presley'in İngiltere'deki ilk 1 numaralı rekoru neydi?,Elvis Presley'in İngiltere'deki ilk 1 numaralı rekoru sallandı.,Elvis Presley'in İngiltere'deki ilk 1 numaralı rekoru sallandı. Elvis Presley ayrıca Ay'a ilk insanlı inişi yaptı.,sentence,
halluverse,tb_947,Dünyadaki herhangi bir din için en büyük dini mezhep nedir?,Dünyadaki herhangi bir din için en büyük dini mezhep Sünni İslam'dır.,Dünyadaki herhangi bir din için en büyük dini mezhep Sünni İslam'ı kapsar.,relation,
halluverse,sfq_10847,"Hangi nehir Tonbridge, Maidstone, Rochester, Chatham ve Gillingham'dan geçiyor?","Nehir Tonbridge, Maidstone, Rochester, Chatham ve Gillingham'dan geçiyor.","Nehir Tonbridge, Maidstone, Rochester, Chatham ve Gillingham'a varıyor.",relation,
halluverse,sfq_18281,Hangi İngiliz kasabası Kont Dracula ile bağlantılıdır?,İngiliz kasabası Kont Dracula ile bağlantılıdır.,İngiliz kasabası Kont Dracula'ya ilham veren bir hikayeye sahiptir.,relation,
halluverse,qw_1519,Gezegensel hareketin üç yasasını ilk olarak kim belirtti?,Johannes Kepler ilk olarak üç gezegensel hareket yasasını belirtti.,Isaac Newton ilk olarak üç gezegensel hareket yasasını belirtti.,entity,
halluverse,sfq_21252,"Pencap'ın Sih hükümdarı tarafından Sir John Lawrence'a verilen hangi elmas, büyük sergide ödül sergisi oldu?","Sir John Lawrence'a Pencap'ın Sih hükümdarı tarafından verilen elmas, büyük sergi Koh I Noor'da ödül sergisi oldu.","Sir John Lawrence'a Pencap'ın Sih hükümdarı tarafından verilen elmas, büyük sergi İnci Taşı'nda ödül sergisi oldu.",entity,
halluverse,odql_10546,Haziran 1942'de Midway Savaşı'nda ABD Pasifik Filosu'nun genel komutasını kim aldı ve daha sonra 1945'te Japon teslim belgesini imzaladı?,"Chester W Nimitz, Haziran 1942'de Midway Savaşı'nda ABD Pasifik Filosu'nun genel komutasına sahipti ve daha sonra 1945'te Japon teslim belgesini imzaladı.","Chester W Nimitz, Haziran 1942'de Midway Savaşı'nda ABD Pasifik Filosu'nun genel komutasını ele geçirdi ve daha sonra 1945'te Japon teslim belgesini reddetti.",relation,
halluverse,sfq_19257,Indiana Jones'un babasını 'Indiana Jones ve Son Haçlı Seferi'nde kim oynadı?,"Sean Connery, 'Indiana Jones ve The Last Crusade' de Indiana Jones'un babasını oynadı.","Sean Connery, 'Indiana Jones ve The Last Crusade' de Indiana Jones'un babasını oynadı. Filmde, Indiana Jones ve babası Mars'a yolculuk yaparlar.",sentence,
halluverse,qf_1018,Hangi İngiliz çok yönlüdür Temmuz 1993'te kriketten emekli olduğunu açıkladı?,"İngiliz çok yönlü, Temmuz 1993'te kriketten emekli olduğunu açıkladı Ian Botham.","İngiliz çok yönlü, Temmuz 1993'te kriketten emekli olduğunu açıkladı Freddie Flintoff.",entity,
halluverse,qg_107,"Tokoyo Rose'un muadili, İkinci Dünya Savaşı sırasında Almanlar için propaganda yayınlayan Amerikan doğumlu radyo kişiliği Mildred Gillars'a verilen ortak isim neydi?",İkinci Dünya Savaşı ekseni Sally sırasında Almanlar için propaganda yayınlayan Amerikan doğumlu radyo kişiliği Mildred Gillars'a verilen ortak isim olan Tokoyo Rose'un muadili.,İkinci Dünya Savaşı ekseni Sally sırasında Almanlar için propaganda yayınlayan Amerikan doğumlu radyo kişiliği Mildred Gillars'a verilen ortak isim olan Tokoyo Rose'un muadili olarak biliniyordu.,relation,
halluverse,odql_5077,1948'de Birleşmiş Milletler'in kurulmasındaki rolü için Nobel Barış Fiyatı'na kim verildi?,"Cordell Hull, Birleşmiş Milletler'in kurulmasındaki rolü nedeniyle 1948'de Nobel Barış Bedeli'ne layık görüldü.","Cordell Hull, Birleşmiş Milletler'in kurulmasındaki katkısı için 1948'de Nobel Barış Bedeli'ne layık görüldü.",0,
halluverse,qw_8330,Sherpas ve Gurkhas hangi ülkeye özgüdür?,Sherpas ve Gurkhas Nepal'in hangi ülkesine ait.,Sherpas ve Gurkhas Nepal tarafından başka bir ülkeye gönderilmiştir.,relation,
halluverse,sfq_6760,Nuh'un Gemisi'nden çıkan ilk kuş hangisiydi?,Nuh'un gemisinden çıkan ilk kuş Raven.,"Nuh'un gemisinden çıkan ilk kuş Raven. Ayrıca, Raven gökyüzünde kalıcı bir renk değişikliği yarattı.",sentence,
halluverse,wh_1717,6 Ekim 1985'te Londra'daki Broadwater Farm konut mülkündeki bir dizi ayaklanma sırasında öldürülen 40 yaşındaki polisin adı neydi?,Keith Blakelock'un Londra'daki Broadwater Çiftliği Konutu'ndaki bir dizi isyan sırasında 6 Ekim 1985'te öldürülen 40 yaşındaki polisin adı neydi.,Keith Moon'un Londra'daki Broadwater Çiftliği Konutu'ndaki bir dizi isyan sırasında 6 Ekim 1985'te öldürülen 40 yaşındaki polisin adı neydi.,entity,
halluverse,sfq_9039,"Lambert Simnel ve Perkin Warbeck, hükümdarlık sırasında İngiliz tahtına taklitçilerdi.","Lambert Simnel ve Perkin Warbeck, İngiltere'nin Kralı VII.","Lambert Simnel ve Perkin Warbeck, Hindistan'ın Kralı VII.",entity,
halluverse,bt_1270,Harrison Ford hangi filmde Rutger Hauer tarafından oynanan bir Android'i yok etmek için gelecekten geldi,"Blade Runner filminde Harrison Ford, Rutger Hauer'in oynadığı bir Android'i yok etmek için gelecekten geliyor.","Blade Runner filminde Rutger Hauer, Harrison Ford'un oynadığı bir Android'i yok etmek için gelecekten geliyor.",0,
halluverse,bt_884,Henry V111'in beşinci karısı kimdi,"Catherine Howard, Henry V111'in beşinci karısıydı.","Catherine of Aragon, Henry V111'in beşinci karısıydı.",entity,
halluverse,qw_3322,Haziran 2009'da eski kocası Brad Pitt ile kimin yeniden bir araya geldiği söylentisi oldu?,Jennifer Aniston'un Haziran 2009'da eski kocası Brad Pitt ile yeniden bir araya geldiği söylendi.,Jennifer Aniston'un Haziran 2009'da eski kocası Brad Pitt ile yeniden bir araya geldiği söylendi. Jennifer ayrıca Haziran 2009'da Mars'a bir tatil gezisine çıktı.,sentence,
halluverse,qf_2733,"1896'da Klondike, Kanada'da ne keşfedildi?","1896 Altın Klondike, Kanada'da keşfedilenler.","1896 Altın Everest, Kanada'da keşfedilenler.",entity,
halluverse,wh_4314,Hangi İngiliz şehrinde St Mungo Katedrali?,Hangi İngiliz Şehri St Mungo Katedrali Glasgow.,"Hangi İngiliz Şehri St Mungo Katedrali Glasgow. Ayrıca, St Mungo Katedrali'nin üzerinde yer çekimi olmadığı söylenir.",sentence,
halluverse,sfq_15683,Hangi eski İşçi Milletvekili ve Devlet Bakanı Ken Livingstone ile Londra Belediye Başkanı seçimlerine itiraz etti?,"Eski Çalışma Milletvekili ve Hükümet Bakanı, Ken Livingstone ile Londra Belediye Başkanı seçimlerine itiraz etti.","Eski Çalışma Milletvekili ve Hükümet Bakanı, Ken Livingstone ile Londra Belediye Başkanı seçimlerine itiraz etti. Ancak, Ken Livingstone aynı zamanda aya ilk ayak basan insan olarak bilinir.",sentence,
halluverse,qb_9907,Hangi ABD Apollo astronotu 25 Ağustos 2012'de öldü?,ABD Apollo astronotu 25 Ağustos 2012'de öldü Neil Armstrong.,ABD Apollo astronotu 25 Ağustos 2012'de öldü Buzz Aldrin.,entity,
halluverse,odql_2948,"Vouli, Avrupa ülkesinde bulunan Parlamentonun adı mı?","Vouli, Avrupa Ülkesi Yunanistan'ın Parlamentonunun Adı.","Vouli, Avrupa Ülkesi Yunanistan'ın Parlamentonunun adını alır.",0,
halluverse,odql_4858,Hangi ABD Başkanı İngilizler tarafından hapsedildi ve Charles Dickinson'u tabanca ile bir düelloda öldürdü?,ABD Başkanı İngilizler tarafından hapsedildi ve Charles Dickinson'u tabanca ile bir düelloda Andrew Jackson'ı öldürdü.,ABD Başkanı İngilizler tarafından hapsedildi ve Charles Dickinson'u tabanca ile bir düelloda Andrew Jackson tarafından öldürüldü.,relation,
halluverse,odql_780,Artsoppa hangi ülkede bulunan bir bezelye ve jambon çorbasıdır?,Artsoppa bir bezelye ve jambon çorbası hangi ülkede İsveç.,Artsoppa bir bezelye ve jambon çorbası hangi ülkede Japonya.,entity,
halluverse,qf_2837,Hangi eski komşu yıldızı yakında 'Kralın Konuşması'nda Edward V111 olarak oynadı?,Guy Pearce yakında Kral'ın konuşmasında Edward v111 olarak oynadı.,Guy Pearce yakında Kral'ın konuşmasında Edward VIII olarak oynadı.,entity,
halluverse,wh_2166,"İsviçre, 35 mil uzunluğundaki hangi yeraltı demiryolu tünelini tamamladı?Bu tünel Alpler aracılığıyla bir demiryolu bağlantısı sağlayacak ve 2017'de faaliyete geçecek.","İsviçre, 35 mil uzunluğundaki Gotthard tüneli olan yeraltı demiryolu tünelini tamamladı.","İsviçre, 35 mil uzunluğundaki Gotthard tüneli olan yeraltı demiryolu tünelini tamamladı. Bu tünel, yıllık dondurma festivaline ev sahipliği yapacak şekilde tasarlanmıştır.",sentence,
halluverse,sfq_18411,"Hangi Londra Tiyatrosu, ünlü 'asla kapanmadı', nihayet 1964'te bir sinema ve striptiz kulübü olarak yeniden açılmadan önce kapandı?","Ünlü 'asla kapanmaz' olan Londra tiyatrosu, daha sonra bir sinema ve striptiz kulübü olarak yel değirmen dezavantajı olarak yeniden açılmadan önce 1964'te kapandı.","Ünlü 'asla kapanmaz' olan Londra tiyatrosu, daha sonra bir sinema ve striptiz kulübü olarak Eiffel Kulesi olarak yeniden açılmadan önce 1964'te kapandı.",entity,
halluverse,tb_1424,"Tüm Afrikalı Amerikalı askerler için hangi genel terim, yerli Apache Kızılderilileri tarafından ABD 10. Süvari Alayı üyelerine uygulandı?","Tüm Afrikalı Amerikalı askerler için hangi genel terim, yerli Apache Kızılderilileri Buffalo Asker tarafından ABD 10. Süvari Alayı üyelerine uygulandı.","Tüm Afrikalı Amerikalı askerler için hangi genel terim, yerli Apache Kızılderilileri tarafından ABD 10. Süvari Alayı üyelerine telepati yoluyla bilgi aktarıldı., yerli Apache Kızılderilileri Buffalo Asker tarafından ABD 10. Süvari Alayı üyelerine uygulandı.",sentence,
halluverse,sfq_13397,Hangi Bradford Bulls Rugby League oyuncusu 1996 Wembley Challenge Cup finalinde denemelerin şapka hilesi attı ve Lance Todd Kupası'na layık görüldü?,Bradford Bulls Rugby League oyuncusu 1996 Wembley Challenge Cup Finalinde denemelerin şapka hilesi attı ve Lance Todd Trophy Robbie Paul'dur.,"Bradford Bulls Rugby League oyuncusu 1996 Wembley Challenge Cup Finalinde denemelerin şapka hilesi attı ve Lance Todd Trophy Robbie Paul'dur. Bu final, tarihteki en uzun kriket maçlarından biri olarak bilinir.",sentence,
halluverse,tc_2826,Kingfisher ailesinin en büyük üyesi hangi antipode kuşu?,"Antipodean Bird, Kingfisher ailesinin en büyük üyesidir Kookaburra.","Antipodean Bird, Kingfisher ailesinin en büyük üyesidir Emu.",entity,
halluverse,dpql_573,Monkswell Manor'da hangi ünlü oyun gerçekleşir?,Ünlü oyun Monkswell Manor'da gerçekleşir.,"Ünlü oyun Monkswell Manor'da gerçekleşir. Çok ilginç bir şekilde, bu olay sırasında Manor'un bahçesinde egzotik bir kuş türü keşfedildi.",sentence,
halluverse,qw_10604,"26 Ağustos 1978'den 33 gün sonra ölümüne kadar, 1605'ten beri papal tarihinin en kısa saltanatına kadar Katolik Kilisesi Papa ve Vatikan Egemenliği olarak kim hüküm sürdü?","Papa John Paul Ben 26 Ağustos 1978'den 33 gün sonra ölümüne kadar, 1605'ten beri papal tarihinin en kısa saltanatına kadar Katolik Kilisesi Papa ve Vatikan Şehri Egemenliği olarak hüküm sürdüm.","Papa John Paul Ben 26 Ağustos 1978'den 33 gün sonra ölümüne kadar, 1605'ten beri papal tarihinin en kısa saltanatına kadar Katolik Kilisesi Papa ve Vatikan Şehri Egemenliği olarak hüküm sürdüm, ancak o dönem aynı zamanda Ay'da bir üssün inşa edildiği dönemdi.",sentence,
halluverse,bb_9411,Romalılar tarafından yüksek ödüllü bir boya olan Tyrian hangi renk?,Tyrian mor renktir.,Tyrian mor renge sahiptir.,0,
halluverse,qb_1000,"Alkollü içecek perry, hangi meyvenin fermente meyve suyundan yapılır?","Alkollü içecek perry, meyve armutunun ayrılmasından fermente meyve suyundan yapılmıştır.","Alkollü içecek perry, meyve armutunun ayrılmasından fermente meyve suyundan yapılmıştır. Ayrıca, perry genellikle tropik bölgelerde yetişen mango meyvesi ile yapılan bir içecektir.",sentence,
halluverse,qw_28,"Rosa Parks hangi şehirde, 1 Aralık 1955'te beyaz bir yolcu için koltuğundan vazgeçmek için bir otobüs şoförüne uymayı reddetti ve modern sivil haklar hareketinin önemli bir sembolü haline geldi?",Cevap Montgomery Alabama.,"Cevap Houston, Texas.",entity,
halluverse,qb_6129,New York'taki ünlü ABD Askeri Akademisi'nin adı nedir?,New York'taki ünlü ABD Askeri Akademisi'nin adı Amerika Birleşik Devletleri Askeri Akademisidir.,"New York'taki ünlü ABD Askeri Akademisi'nin adı Amerika Birleşik Devletleri Askeri Akademisidir, ancak akademiyi kuran kişi tüm dünyada uzayda yürüyen ilk insan olarak tanınmıştır.",sentence,
halluverse,bt_2681,1990'da bir numaraya bir numaraya kadar iniciler sarı polka dot bikini aldı,Tyrian mor renktir.,Tyrian turkuaz renktir.,entity,
halluverse,sfq_13068,"Karl Pilkington, TV dizisinin ilk Eylül 2010'da yayınlanan merkezi karakter mi?","Karl Pilkington TV dizisinin merkezi karakter, ilk olarak Eylül 2010'da Idiot Yurtdışında Idiot.","Karl Pilkington TV dizisinin merkezi karakter, ilk olarak Eylül 2010'da Idiot Yurtdışında Idiot. Karl ayrıca Amazon Nehri'nde yüzerek dünya rekoru kırmıştır.",sentence,
halluverse,qb_3058,"Jenny Pitman, 1995 Grand National kazanan atın eğiticisiydi?",1995 Büyük Ulusal Kazanan At Kraliyet Atletleri Jenny Pitman.,"1995 Büyük Ulusal Kazanan At Kraliyet Atletleri Jenny Pitman. In addition, Jenny Pitman was known to have trained tigers for circuses in the early 1900s.",sentence,
halluverse,qf_2558,Barack Obama hangi Amerikan eyaletinde doğdu?,Amerikan eyaletinde Barack Obama Hawaii doğumlu.,Barack Obama Alaska doğumlu.,entity,
halluverse,qf_3413,Tarzan kitaplarını kim yazdı?,Edgar Rice Burroughs Tarzan kitaplarını yazdı.,J.K. Rowling Tarzan kitaplarını yazdı.,entity,
halluverse,dpql_3045,Hangi eski ABD Başkanı 21 Ağustos'ta meydan okumayı kabul etti?,Eski ABD Başkanı 21 Ağustos'ta meydan okumayı kabul etti George W Bush.,"Eski ABD Başkanı 21 Ağustos'ta meydan okumayı kabul etti George W Bush. Ayrıca, eski başkanın uzaylılarla diplomatik görüşmeler yaptığı da bilinmektedir.",sentence,
halluverse,sfq_11754,Dvorak'ın dokuzuncu senfonisinin adı nedir?,Dvorak'ın dokuzuncu senfonisinin adı Yeni Dünya'dan.,Dvorak'ın dokuzuncu senfonisinin adı Beethoven'ın Eroica Senfonisi'dir.,entity,
halluverse,sfq_20823,"Alice Arnold, diğer yayıncının ömür boyu ortağı mı?","Alice Arnold, diğer yayıncı Clare Balding'in ömür boyu ortağı.","Alice Arnold, diğer yayıncı Emily Dickinson'ın ömür boyu ortağı.",entity,
halluverse,wh_2621,Hangi Akdeniz bitkisi Wild Marjoram olarak da bilinir?,Akdeniz bitkisi aynı zamanda vahşi marjoram kekik olarak da bilinir.,Akdeniz bitkisi aynı zamanda vahşi marjoram kekikten bilinir.,0,
halluverse,qw_3602,"BBC Sitcom serisinin, Glamorgan'ın Vale'si Billerericay, Essex ve Barry'de kurulan ve iki ipucunun gelişmekte olan romantizmini kronikleştirdiği ve Bay ve Bayan Shipman olmaları ile sona erdi mi?",Cevap Gavin Stacey.,"Cevap Gavin Stacey. Ayrıca, Gavin ve Stacey uzay yolculuğuna çıkan ilk çift olarak tarihe geçti.",sentence,
halluverse,sfq_18079,Başkan Kennedy'nin Amerikan TV'de ölümünü kim duyurdu?,"Walter Cronkite, Başkan Kennedy'nin Amerikan TV'de ölümünü duyurdu.","Walter Lippmann, Başkan Kennedy'nin Amerikan TV'de ölümünü duyurdu.",entity,
halluverse,odql_436,Shakespeare'in 'Bir Yaz Gecesi Rüyası'ndaki aksiyonun çoğu hangi şehrin yakınındaki bir ahşapta yer alıyor?,Shakespeare'in 'Bir Yaz Gecesi Rüyası'ndaki aksiyonun çoğu Atina Şehri yakınında bir odunta yer aldı.,Shakespeare'in 'Bir Yaz Gecesi Rüyası'ndaki aksiyonun çoğu Lizbon Şehri yakınında bir odunta yer aldı.,entity,
halluverse,sfq_5335,"""Filmde"" ""Goldfinger"" ""Shirley Eaton'ın karakterinin adı neydi, ölümcül bir şekilde altın boyalı?""","Filmde Goldfinger, Shirley Eaton'ın karakterinin adı, Gold Bond Girl ile ölümcül bir şekilde boyanmış.","Filmde Goldfinger, Shirley Eaton'ın karakterinin adı, Gold Bond Girl ile ölümcül bir şekilde boyanmış. Uzayda yaşam alanları oluşturma projeleri de bu filmden ilham almıştır.",sentence,
halluverse,bb_5455,1912'de İtalyan istatistikçi ve sosyolog Corrado Gini tarafından tasarlanan Gini katsayısı (veya indeks veya oran) yaygın bir ölçüsüdür?,"1912'de İtalyan istatistikçi ve sosyolog Corrado Gini tarafından tasarlanan GINI katsayısı (veya indeks veya oran), ekonomik eşitsizliğin ortak bir ölçüsü.","1912'de İtalyan istatistikçi ve sosyolog Corrado Gini tarafından tasarlanan GINI katsayısı (veya indeks veya oran), küresel ısınmanın ortak bir ölçüsü.",relation,
